,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
0,YZs1gNSh_sN8JmN_nrpxeA,terry-blacks-barbecue-austin,Terry Black's Barbecue,https://s3-media2.fl.yelpcdn.com/bphoto/jUh-UQ_WkzDsLZ-9AsK5Aw/o.jpg,False,https://www.yelp.com/biz/terry-blacks-barbecue-austin?adjust_creative=2sCIs4iF_H62BtZ15Ui5QA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2sCIs4iF_H62BtZ15Ui5QA,6517,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'southern', 'title': 'Southern'}]",4.5,"{'latitude': 30.2596915716907, 'longitude': -97.7548013627529}",['delivery'],$$,"{'address1': '1003 Barton Springs Rd', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78704', 'country': 'US', 'state': 'TX', 'display_address': ['1003 Barton Springs Rd', 'Austin, TX 78704']}",+15123945899,(512) 394-5899,5063.210482313279
1,MGzro82Fi4LYvc86acoONQ,franklin-barbecue-austin,Franklin Barbecue,https://s3-media1.fl.yelpcdn.com/bphoto/MsXhN-6ehWVBsykS3TP5ng/o.jpg,False,https://www.yelp.com/biz/franklin-barbecue-austin?adjust_creative=2sCIs4iF_H62BtZ15Ui5QA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2sCIs4iF_H62BtZ15Ui5QA,5924,"[{'alias': 'bbq', 'title': 'Barbeque'}]",4.5,"{'latitude': 30.2701348, 'longitude': -97.7313451068641}",['delivery'],$$,"{'address1': '900 E 11th St', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78702', 'country': 'US', 'state': 'TX', 'display_address': ['900 E 11th St', 'Austin, TX 78702']}",+15126531187,(512) 653-1187,4645.277696597739
2,cs6HfZNykLVitm09jWFqWg,moonshine-patio-bar-and-grill-austin,Moonshine Patio Bar & Grill,https://s3-media3.fl.yelpcdn.com/bphoto/TfpTZFNSxyHCQroQ0z4o3w/o.jpg,False,https://www.yelp.com/biz/moonshine-patio-bar-and-grill-austin?adjust_creative=2sCIs4iF_H62BtZ15Ui5QA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2sCIs4iF_H62BtZ15Ui5QA,5887,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 30.26375388334444, 'longitude': -97.738076861816}",['delivery'],$$,"{'address1': '303 Red River St', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78701', 'country': 'US', 'state': 'TX', 'display_address': ['303 Red River St', 'Austin, TX 78701']}",+15122369599,(512) 236-9599,4975.163046861979
3,qLJUDPOamhLdbtfbcWyHnA,the-salt-lick-bbq-driftwood,The Salt Lick BBQ,https://s3-media4.fl.yelpcdn.com/bphoto/4qv5K5oTwranZGhFQ2pZXw/o.jpg,False,https://www.yelp.com/biz/the-salt-lick-bbq-driftwood?adjust_creative=2sCIs4iF_H62BtZ15Ui5QA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2sCIs4iF_H62BtZ15Ui5QA,5419,"[{'alias': 'bbq', 'title': 'Barbeque'}]",4.0,"{'latitude': 30.131736, 'longitude': -98.013335}",[],$$,"{'address1': '18300 Fm 1826', 'address2': '', 'address3': '', 'city': 'Driftwood', 'zip_code': '78619', 'country': 'US', 'state': 'TX', 'display_address': ['18300 Fm 1826', 'Driftwood, TX 78619']}",+15128584959,(512) 858-4959,31226.187448314315
4,AcFt364BrHyMu3VrSCKMOw,salty-sow-austin,Salty Sow,https://s3-media2.fl.yelpcdn.com/bphoto/-thmBtu1fhKvgEb4i813Cg/o.jpg,False,https://www.yelp.com/biz/salty-sow-austin?adjust_creative=2sCIs4iF_H62BtZ15Ui5QA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2sCIs4iF_H62BtZ15Ui5QA,3241,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.5,"{'latitude': 30.2836497259461, 'longitude': -97.7213180065155}",['delivery'],$$,"{'address1': '1917 Manor Rd', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78722', 'country': 'US', 'state': 'TX', 'display_address': ['1917 Manor Rd', 'Austin, TX 78722']}",+15123912337,(512) 391-2337,4234.901451292925
5,v1UzkU8lEWdjxq8byWFOKg,guss-world-famous-fried-chicken-austin-austin,Gus's World Famous Fried Chicken - Austin,https://s3-media2.fl.yelpcdn.com/bphoto/cC25QkhlJA7XSnUnKxznqA/o.jpg,False,https://www.yelp.com/biz/guss-world-famous-fried-chicken-austin-austin?adjust_creative=2sCIs4iF_H62BtZ15Ui5QA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2sCIs4iF_H62BtZ15Ui5QA,3179,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 30.2634862, 'longitude': -97.7417305}",['delivery'],$$,"{'address1': '117 San Jacinto Blvd', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78701', 'country': 'US', 'state': 'TX', 'display_address': ['117 San Jacinto Blvd', 'Austin, TX 78701']}",+15124744877,(512) 474-4877,4881.271228514894
6,EPkf96UcG2W3ttlQphWUGQ,la-barbecue-austin-3,la Barbecue,https://s3-media2.fl.yelpcdn.com/bphoto/ajFK7q6bJbiYuaKb66oyNw/o.jpg,False,https://www.yelp.com/biz/la-barbecue-austin-3?adjust_creative=2sCIs4iF_H62BtZ15Ui5QA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2sCIs4iF_H62BtZ15Ui5QA,2890,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 30.254551688240156, 'longitude': -97.7175824980666}",['delivery'],$$,"{'address1': '2401 E Cesar Chavez', 'address2': '', 'address3': None, 'city': 'Austin', 'zip_code': '78702', 'country': 'US', 'state': 'TX', 'display_address': ['2401 E Cesar Chavez', 'Austin, TX 78702']}",+15126059696,(512) 605-9696,6820.435333199229
7,R3hZQn1oIZuwmwdGNsPMJg,valentinas-tex-mex-bbq-buda-2,Valentina's Tex Mex BBQ,https://s3-media2.fl.yelpcdn.com/bphoto/r8uA8aH-bwV8FmPj9dz7EQ/o.jpg,False,https://www.yelp.com/biz/valentinas-tex-mex-bbq-buda-2?adjust_creative=2sCIs4iF_H62BtZ15Ui5QA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2sCIs4iF_H62BtZ15Ui5QA,2187,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",4.5,"{'latitude': 30.077424850534623, 'longitude': -97.8460281}",['delivery'],$$,"{'address1': '308 S Main St', 'address2': None, 'address3': '', 'city': 'Buda', 'zip_code': '78610', 'country': 'US', 'state': 'TX', 'display_address': ['308 S Main St', 'Buda, TX 78610']}",+15122214248,(512) 221-4248,26707.04484849444
8,He2KYtXXfaIR0nkCXH5xiQ,loro-austin,Loro,https://s3-media3.fl.yelpcdn.com/bphoto/USf-lPJ2J19V048MTO-vIg/o.jpg,False,https://www.yelp.com/biz/loro-austin?adjust_creative=2sCIs4iF_H62BtZ15Ui5QA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2sCIs4iF_H62BtZ15Ui5QA,2074,"[{'alias': 'smokehouse', 'title': 'Smokehouse'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 30.24775, 'longitude': -97.77127}",['delivery'],$$,"{'address1': '2115 S Lamar Blvd', 'address2': '', 'address3': None, 'city': 'Austin', 'zip_code': '78704', 'country': 'US', 'state': 'TX', 'display_address': ['2115 S Lamar Blvd', 'Austin, TX 78704']}",+15129164858,(512) 916-4858,6510.320908431616
9,eJ7X_8KXVlyHZtGrrLz4yg,lamberts-downtown-barbecue-austin,Lamberts Downtown Barbecue,https://s3-media2.fl.yelpcdn.com/bphoto/TFaXaakxxW21YUWcYVYg7Q/o.jpg,False,https://www.yelp.com/biz/lamberts-downtown-barbecue-austin?adjust_creative=2sCIs4iF_H62BtZ15Ui5QA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2sCIs4iF_H62BtZ15Ui5QA,2003,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.0,"{'latitude': 30.265235082587218, 'longitude': -97.74790507437532}",['delivery'],$$,"{'address1': '401 W 2nd St', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78701', 'country': 'US', 'state': 'TX', 'display_address': ['401 W 2nd St', 'Austin, TX 78701']}",+15124941500,(512) 494-1500,4537.990377693133
